title,job_role,companyName,job_location,Job_Summary,post_date,salary,today_date,Job_url
DATA ENGINEER (DATABRICKS),Data Engineer,WARPE TRAINING AND COUNSULTING,"Chennai, Tamil Nadu","Understanding of data architecture and design data solutions across all systems.
Contribute to the design, build, and delivery of data analytics platforms.",PostedPosted 12 days ago,"₹9,00,632 - ₹22,29,561 a year",2023-03-15,/company/WARPE-Academy/jobs/Data-Engineer-0c81fe2be0bb17b1?fccid=c5ac32afcebdf0b5&vjs=3
Azure_Data_Engineer _T8,Data Engineer,Mercedes-Benz Research and Development India...,"Bengaluru, Karnataka","Good knowledge of Spark and Scala.
Good knowledge of ADF and Databricks.
Strong communication and interpersonal skills.
Good knowledge of Spark and Scala.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=ff5f814d2d1f929b&fccid=9ab138c02aaca829&vjs=3
Data Analytics Engineer for ADAS Development,Data Engineer,Mercedes-Benz Research and Development India...,"Bengaluru, Karnataka","Development of Data Analytics algorithms for gaining insights in ADAS vehicle measurement data.
Development of Data Analytics algorithms for gaining insights in…",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=e942c49868f8d28b&fccid=9ab138c02aaca829&vjs=3
Sr. Data Engineer,Data Engineer,Lifesight LLC,"Bengaluru, Karnataka","Design and implement data management services for data trust, data compliance, data access, and metadata management in the form of scalable and configurable…",PostedPosted 9 days ago,"₹20,00,000 - ₹40,00,000 a year",2023-03-15,/company/Lifesight/jobs/Senior-Data-Engineer-4283a3813b03c42a?fccid=407b9c1148c53091&vjs=3
Business Intelligence & Data Engineer,Data Engineer,PBI Analytics,"Remote in Mumbai, Maharashtra","Structured training for graduates to become Data Engineer and Business Intelligence developer.
Power BI, ADF, Synapse, SQL, SSIS, etc.",EmployerActive 1 day ago,"₹1,20,000 - ₹3,50,000 a year",2023-03-15,/company/PBI-Analytics/jobs/Business-Intelligence-Data-Engineer-f699d2bf1bb91c62?fccid=d4aa60902c812037&vjs=3
Wobot.ai - Computer Vision Engineer,Data Engineer,Wobot.ai,Remote,"Work Actively as a part of the Computer Vision and Deep Learning Team to Train Computer Vision Models.
Work Closely with the Data Science Team for Appropriate…",EmployerActive 1 day ago,"₹5,00,000 - ₹8,00,000 a year",2023-03-15,/company/Wobot.ai/jobs/-e15993a2174fc171?fccid=8363f2c75e626c73&vjs=3
Data engineer,Data Engineer,L&T Technology Services Ltd.,"Hyderabad, Telangana","Mentor other engineers, with sharp analytical abilities, and proven design skills.
Secondary Skill : Unix & PL-SQL.
Awareness of AWS ecosystem is an advantage.",Hiring ongoing,"From ₹90,000 a month",2023-03-15,/company/L&T-Technology-Services-Ltd./jobs/Data-Engineer-ad8ee651632e14aa?fccid=4ed03476a1620afb&vjs=3
Automation Testing Engineer,Data Engineer,Impetus Infotech India Pvt. Ltd.,"Temporarily Remote in Bengaluru, Karnataka",Our products and services are designed to empower the real-time data driven enterprise to help our clients win in the modern world of digital transformation.,PostedPosted 30+ days ago,"From ₹3,00,000 a year",2023-03-15,/pagead/clk?mo=r&ad=-6NYlbfkN0AGEVbZ2_EvqOrNbUUcdLvwezuoK2AEzvuLfn6UI04WCipH-fDPeMV5RkEJh0bkYz4YbVclcMIAO3dA527qWGRoJgFI2cuKv4myCelNsoRSxRdq1cn9S5lGG4BE5CXHJIfVEICt2anW-LK3cEcfux7nmKgqrG733PFVEuUYfXciHQmTMWC5uXq2F2nOsCKYBvtpUTzloeruuFngdtXFSSLchqmMmvvwUERb84ACmfUWidyipmvfNPj0ayEAu3wJUXbakKtYPzVZJTOO-xxWqM_jXNm74b9tRIlFdX8_xVfuW_328sLCRE95N_ubyQITmCFujcDFrncqkOgzKH0P-EndYKjmKQzojosR9gGc-QNJ-9Qmd8lIzr_wasG_moW_6CjJaezU_e9ayo2LHAqkTesZNKZvfCmZvDYqS5Kmil5hPdPk7P3MB40ta9iXbEOvA8v1fKXbHQxeOfodV6UgmYs5byWsfHO9nF5oczqhrOAj59mQ669DGqmcaNW0kkQXrlCwgpXAylU6n5MA34F4z6UXhdTUClvL7PSuRz47QO1H7Q==&xkcb=SoDD-_M3SyqpiNSS8Z0LbzkdCdPP&p=13&fvj=1&vjs=3
Azure data engineer- remote,Data Engineer,3Minds eSolutions Pvt Ltd,"Remote in Bengaluru, Karnataka","3+ years exp in Azure data engineer.
Should be able to analyse and understand complex data.
Role: *Azure Data Engineer-Data Factory with , Data Lake*.",EmployerActive 5 days ago,"From ₹7,00,000 a year",2023-03-15,/company/3Minds-eSolutions-Pvt-Ltd/jobs/Azure-Data-Engineer-cf8f47b2eb467419?fccid=d215d5e8b1695979&vjs=3
Data engineer Intern,Data Engineer,Truthics Solutions,"Delhi, Delhi","Creating API integrations to extract data from Social Media and CRM APIs using Python 2.
Creating automation using Python 3.",PostedPosted 15 days ago,?,2023-03-15,/rc/clk?jk=bed136509b2844a5&fccid=e10cd4e3f3c7610d&vjs=3
BI Data Engineer,Data Engineer,RFOX Labs,Remote,"Work with various stakeholders to build the necessary data pipelines and get them the data they need.
Have experience dealing with Blockchain data.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=b9d924eb2f4d3806&fccid=7a997587c9476798&vjs=3
Data Engineer,Data Engineer,Amicus Technology,"Raipur, Chhattisgarh","4+ years of relevant experience.
You will understand requirements, create, and review designs, validate the architecture and ensure high levels of service…",PostedPosted 13 days ago,?,2023-03-15,/rc/clk?jk=b3b850b6d762568c&fccid=81b37c42fd6e317d&vjs=3
Senior Data Engineer,Data Engineer,Mercedes-Benz Research and Development India...,"Bengaluru, Karnataka","Collaborating with data scientists, data analysts, and other stakeholders to understand their data needs and identify opportunities to leverage data to solve…",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=a377911608fd4fa0&fccid=9ab138c02aaca829&vjs=3
Azure Data Engineer,Data Engineer,Kiash Solutions LLP,"Bengaluru, Karnataka","Cloud data engineer who is an expert in technology, should be able to quickly adopt to change and one who understands the technologies supporting areas such as…",PostedPosted 28 days ago,"₹7,96,048 - ₹19,45,788 a year",2023-03-15,/company/Kiash-Solutions-LLP/jobs/Azure-Data-Engineer-1627ecb6fac39fa6?fccid=9221aa86f92cd558&vjs=3
Data Engineer - 1,Data Engineer,Bizongo,"Remote in Bengaluru, Karnataka","> Experience building and optimizing data pipelines, architectures and data sets.
> Work with data and analytics experts to strive for greater functionality in…",EmployerActive 4 days ago,"Up to ₹13,00,000 a year",2023-03-15,/company/Bizongo/jobs/Data-Engineer-536dbeadcbbfb0d0?fccid=4232979cb0926d4d&vjs=3
Azure Data Engineer,Data Engineer,EMR Group,"Remote in Noida, Uttar Pradesh","Collaborate with business stakeholders to identify and meet data requirements.
Designing and Development of data ingest and ADF.
DWH/RDMS/Big Data environments.",PostedPosted 19 days ago,"From ₹20,00,000 a year",2023-03-15,/company/EMR-GROUP/jobs/Azure-Data-Engineer-f543673b3fa14d5c?fccid=6535eed4f3c2f4c4&vjs=3
Data Engineer - Azure,Data Engineer,Assisto,"Remote in Indore, Madhya Pradesh","Minimum 2+ Years experience utilizing *Azure Stack for data analytics platforms (Data Factory, Data Lake, Machine Learning, SQL Warehouse, Data Bricks, Power BI…",EmployerActive 3 days ago,"₹1,20,000 - ₹1,60,000 a month",2023-03-15,/company/EMPOWER-PROFESSIONALS/jobs/Data-Engineer-0ac70deca5593e47?fccid=de967b13f80e83ba&vjs=3
Azure Data Engineer,Data Engineer,Annular Technologies,"Remote in Chennai, Tamil Nadu","Experience in creating data pipelines, and data streams.
Expert-level knowledge of Data engineering in Databricks.
Should have Strong skills in PySpark.",EmployerActive 1 day ago,"From ₹7,04,145 a year",2023-03-15,/company/Annular-Technologies/jobs/Azure-Data-Engineer-124dd3a3de340bd0?fccid=2ad8e3441be565f2&vjs=3
Data Engineer Lead,Data Engineer,Serendipity Corporate Services,Remote,Develop automated data quality check to make sure right data enters the platform and verifying the results of the calculations.,Hiring ongoing,"₹15,00,000 - ₹30,00,000 a year",2023-03-15,/company/Serendipity-Corporate-Services/jobs/Data-Engineer-Lead-886c60dbd2f4f0dc?fccid=33b7955d113d73b9&vjs=3
Automation Testing Engineer,Data Engineer,Impetus Infotech India Pvt. Ltd.,"Temporarily Remote in Bengaluru, Karnataka",Our products and services are designed to empower the real-time data driven enterprise to help our clients win in the modern world of digital transformation.,PostedPosted 30+ days ago,"From ₹3,00,000 a year",2023-03-15,/pagead/clk?mo=r&ad=-6NYlbfkN0AGEVbZ2_EvqOrNbUUcdLvwezuoK2AEzvuLfn6UI04WCipH-fDPeMV5RkEJh0bkYz4YbVclcMIAO3dA527qWGRoJgFI2cuKv4myCelNsoRSxRdq1cn9S5lGG4BE5CXHJIfVEICt2anW-LK3cEcfux7nmKgqrG733PFVEuUYfXciHQmTMWC5uXq2pgc1t16WBCe9Xqs1rHVQ9vXy1f7pnIfBB92sZETudejwZApS-4Tn4t4HaM7JmcAElaFPQScM0IOHgqh9gMQE4ZyY5PlA2HFkRYuoqESHUK_TyUxOVzEMSMOlnq6X5A13pU6ZI5BGvZrmoW9Z8q_UKG0UcM_LPoppzV7T9BnR7OiSdjsfy79K8IirB8-Ty47NGrt1903SM0L-DPCJOPY52_uzyOVeto2Od1bKqBm0ZUatQ8gK1T_3JUnC96MR_OBcsBGTzQjiDmis4M3crS8GH7rCwuCyBO0c2rWe8thMcCJH-qx36sFIfLaRibhKwxto8Y7_X1AMaPdFalmFe940D8_tdXa510OK2qSN88Z1jgSC1j-XtxqZ9g==&xkcb=SoB4-_M3SyqpMdR9HJ0MbzkdCdPP&p=13&fvj=1&vjs=3
Data Engineer,Data Engineer,Ataloud Technologies,Remote,"Experience building and optimizing ‘big data’ data pipelines, architectures and data sets.
Work with data and analytics experts to strive for greater…",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=de586c7429c13992&fccid=4ae66d1f015c5361&vjs=3
Data engineer (Data Platform),Data Engineer,GIBRALTAR TECHNOLOGIES LLC,"Bengaluru, Karnataka","Experience in relational databases/ data marts/data warehouses and complex SQL programming.
Key Roles and Responsibilities • Develop, understand, and enhance…",PostedPosted 30+ days ago,"₹5,00,000 a month",2023-03-15,/company/GIBRALTAR-TECHNOLOGIES-LLC/jobs/Data-Engineer-ec2440e453c1e145?fccid=4991660b6539df6d&vjs=3
Data Engineer (Spark),Data Engineer,StratLytics,"Remote in Bhubaneshwar, Orissa","Develop data pipelines for data ingestion, data management on big data clusters in spark or Hadoop.
We are looking for a data engineer to work in our financial…",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=dd2557f0d94e56e9&fccid=6fa886e37fb4f534&vjs=3
Data Engineer,Data Engineer,Vodafone,"Pune, Maharashtra","They perform detailed data analysis, implement dashboards and ensure decision support systems are in place that best serve the business in their decision making…",PostedPosted 26 days ago,?,2023-03-15,/rc/clk?jk=3f2ed066bb34b581&fccid=374d720d3973ca1c&vjs=3
Data Engineer,Data Engineer,Delivery Solutions,India,"Build data systems and pipelines.
Prepare data for ML modeling.
Conduct complex data analysis and report on results.
Familiarity with Python (Numpy, Pandas).",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=9b5880834421bcd0&fccid=797b092f97d7f686&vjs=3
Data Engineer,Data Engineer,Marktine Technology Solutions,Remote,"Strong problem-solving skills, data structures and algorithms Experience with distributed systems handling large amounts of data.
This is a remote position.",PostedPosted 30+ days ago,"₹14,00,000 a year",2023-03-15,/rc/clk?jk=c2ea19b6ada63989&fccid=4a3d46e28f0964e5&vjs=3
Azure Data Engineer,Data Engineer,ATOS,"Remote in Pune, Maharashtra",Developer who has hands-on experience working on building data ingestion pipelines from multiple data sources using services such as Databricks and Synapse …,EmployerActive 9 days ago,?,2023-03-15,/company/Atos/jobs/Azure-Data-Engineer-74cc7448ae213c2f?fccid=ee6a99db163236c2&vjs=3
Data Engineer,Data Engineer,Numadic,India,"Perform data cleansing, transformation & feature engineering.
Design scalable automated data mining, modelling and validation processes.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=0c22a0d78fbf796e&fccid=39c7da1b9b28d712&vjs=3
Analytics Data Engineer / Data Scientist,Data Engineer,COMPEGENCE,"Bengaluru, Karnataka","Ability to operationalise the data pipeline.
Operationalise 360 degree Analytical data feedback loop.
4 plus Customer Project experience handling large scale…",PostedPosted 30+ days ago,"₹90,000 - ₹1,50,000 a month",2023-03-15,/company/COMPEGENCE/jobs/Analytic-Data-Engineer-53ff3ddbc2db81b5?fccid=ef71dcb4192bafa7&vjs=3
Azure Data Engineer,Data Engineer,Multicloud4u Technologies,+1 locationRemote,"The ideal candidate will support our software developers, data analysts, data scientists ensuring optimal data delivery architecture is consistent throughout…",EmployerActive 14 days ago,?,2023-03-15,/company/Multicloud4u-Technologies/jobs/Azure-Data-Engineer-afc847583d33a3db?fccid=e44b9d0a80451aff&vjs=3
Automation Testing Engineer,Data Engineer,Impetus Infotech India Pvt. Ltd.,"Temporarily Remote in Bengaluru, Karnataka",Our products and services are designed to empower the real-time data driven enterprise to help our clients win in the modern world of digital transformation.,PostedPosted 30+ days ago,"From ₹3,00,000 a year",2023-03-15,/pagead/clk?mo=r&ad=-6NYlbfkN0AGEVbZ2_EvqOrNbUUcdLvwezuoK2AEzvuLfn6UI04WCipH-fDPeMV5RkEJh0bkYz4YbVclcMIAO3dA527qWGRoJgFI2cuKv4myCelNsoRSxRdq1cn9S5lGG4BE5CXHJIfVEICt2anW-LK3cEcfux7nmKgqrG733PFVEuUYfXciHQmTMWC5uXq2QyO61_FxyYRqEjJ-smDDijATyZ9gtmailzYre3eIanYJVOO7w_MxtWpRglwdhqS8ANscZGsFulaBlOYt8wi4kA51xw75Dff4kd0qgR3fBFMmt9SF64Oz1RMIb_fsHUG4FWRm2Pz3U1Hu8YaOItzMuC8JegNe3c40BtcaIX43Sgmn6U5reDTh2JRCrl7gr8diziBaThWyCGCwJQMT6rkX0vEOks01yFDnY5W5zaT5bikqDmKpCEN7uFy1Abdhz99UDa9Oy2hmpeU-GU2Ob9ZYFi_wNy_gacvyx1T7UcY3WzMm9NININQ_WfPA9SmNCpeFifEUnen8VrrSpSXsgf4nkQGkW9H1mG422NSzHkBZ83hvULee5Nq41g==&xkcb=SoDF-_M3SyqoXUSFoh0CbzkdCdPP&p=13&fvj=1&vjs=3
Data Engineer,Data Engineer,Think201,"Bengaluru, Karnataka","Wrangling/cleaning government or client data, with an eye toward automation: from extracting data from SQL databases and making API calls to scraping websites…",PostedPosted 30+ days ago,"₹4,00,000 - ₹6,00,000 a year",2023-03-15,/company/Think201/jobs/Data-Engineer-ab84094e22887268?fccid=163d3b46150d52a2&vjs=3
Data Engineer,Data Engineer,way to job placement,"Chennai, Tamil Nadu","Adept understanding of various data science approaches, machine learning algorithms, and statistical methods.
Develop and enhance algorithms and models to solve…",EmployerActive 2 days ago,"₹6,58,343 - ₹20,72,355 a year",2023-03-15,/company/way-to-job-placement/jobs/Data-Engineer-2170aefd3eb59530?fccid=a4f6b74d3b771331&vjs=3
Lead Data Engineer (Immediate Joiners preferred),Data Engineer,DataGrokr,"Remote in Bengaluru, Karnataka","5+ years of experience in data wrangling, data munging and ETL.
You will be responsible for design and implementation of data solutions using a variety of big…",EmployerActive 3 days ago,"₹10,00,000 - ₹20,00,000 a year",2023-03-15,/company/DataGrokr/jobs/Lead-Data-Engineer-d366ad8aedf73213?fccid=cc9ff3f99103ed0b&vjs=3
Data Engineer,Data Engineer,Siemens,"Bengaluru, Karnataka+1 location","Build the infrastructure required for optimal extraction, transformation, and loading of data from a wide variety of data sources using AWS ‘big data’…",PostedPosted 29 days ago,?,2023-03-15,/rc/clk?jk=1276fc419b743ab2&fccid=ea6bb53f0b18b8f2&vjs=3
Data Engineer,Data Engineer,Wavicle Data Solutions,"Chennai, Tamil Nadu","Analyze and understand complex data.
Knowledge of Azure data lake is required.
Design and implementation of modern data solutions( like Data Lake, Data…",PostedPosted 30+ days ago,"₹5,89,767 - ₹19,66,346 a year",2023-03-15,/company/Wavicle-Data-Solutions/jobs/Data-Engineer-b456a63a8f3c9110?fccid=c6f867b4166b93af&vjs=3
Data Engineer,Data Engineer,TalentRupt,"Bengaluru, Karnataka","*SQL Database / SQL Scripting skill*.
Ability to perform under pressure.
In this role, you need to analyze and solve increasingly complex problems.",Hiring ongoing,"₹4,00,000 - ₹18,00,000 a year",2023-03-15,/company/TalentRupt/jobs/Data-Engineer-b2509e0356956876?fccid=ed1c1b59614a9fa1&vjs=3
MB.OS: Data Engineer,Data Engineer,Mercedes-Benz Research and Development India...,"Bengaluru, Karnataka",Aufgaben To be filled by HM Qualifikationen To be filled by…,PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=72066325509c82bd&fccid=9ab138c02aaca829&vjs=3
Data Engineer,Data Engineer,Citta Solutions,Remote,"Hands-on data processing and data modeling experience in a big data environment.
Knowledge of algorithms and data structures.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=83efe533c12d9ec0&fccid=b07410713742fee4&vjs=3
Data Engineer,Data Engineer,Harman International,"Remote in Bengaluru, Karnataka","Identify and integrate data sources including synthetic data and manage data collection.
Work together with automotive domain subject matter experts, AI…",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=2970a9f1d48cf99f&fccid=4faf342d2307e9ed&vjs=3
Data Warehouse Engineer,Data Engineer,Optim hire,"Remote in Delhi, Delhi","Experience as a data warehouse engineer or in a similar role.
Technical expertise with data models, data mining, and segmentation techniques.",PostedPosted 30+ days ago,"₹6,00,000 - ₹14,00,000 a year",2023-03-15,/company/Optim-hire/jobs/Data-Warehouse-Engineer-6f9c73bb6d47db64?fccid=f6fe9192702d0d26&vjs=3
Data Analytics Engineer,Data Engineer,Consilio LLC,"Bengaluru, Karnataka","High proficiency in Excel, including formulas and data transformation is desirable, but not required.
The Analytics Engineer will be trained-on analytics tools…",PostedPosted 19 days ago,?,2023-03-15,/rc/clk?jk=240ddc5ad18e6151&fccid=6b8147fc01d1aac4&vjs=3
Data Engineer,Data Engineer,Falcon Chase International,"Noida, Uttar Pradesh","Data engineer: 3 years (Preferred).
Unix Scripting and SQL programming for data profiling.
General understanding of analytics and statistics.",EmployerActive 1 day ago,"₹10,80,337 - ₹22,22,967 a year",2023-03-15,/company/Falcon-Chase-International/jobs/Data-Engineer-f9e6442b432dfe90?fccid=6152532a8217d89f&vjs=3
Automation Testing Engineer,Data Engineer,Impetus Infotech India Pvt. Ltd.,"Temporarily Remote in Bengaluru, Karnataka",Our products and services are designed to empower the real-time data driven enterprise to help our clients win in the modern world of digital transformation.,PostedPosted 30+ days ago,"From ₹3,00,000 a year",2023-03-15,/pagead/clk?mo=r&ad=-6NYlbfkN0AGEVbZ2_EvqOrNbUUcdLvwezuoK2AEzvuLfn6UI04WCipH-fDPeMV5RkEJh0bkYz4YbVclcMIAO3dA527qWGRoJgFI2cuKv4myCelNsoRSxRdq1cn9S5lGG4BE5CXHJIfVEICt2anW-LK3cEcfux7nmKgqrG733PFVEuUYfXciHQmTMWC5uXq2CJ3yr7QiyN6QJkQZUlTziw5q7S5gB_LUH8krDTWUjkmFRtC8BlU6nfr7OybREJoCOCnObiucbnnHjbSf9KsFn1Jfi8OIpEJnC9BQJP7Gv-u7K9bLovK3o6JwGUwSJVcSiL4ojL7hs8Krh6SotAuKCZVPn3X6laAixyc3qU-f8W0H90DYYcr7oa42vnZSl-ITlA2nYRJP9tKHCerEjc4sREemgAkftK9-a__2MaH-C9ljLGmGjtzTJeecA4W-jpND-H8t8pXwoHU4iTjlZP0mmxriK2R9_sAyuHuXiFnkMNbTWFDKrQS-3I0zGB1ksAJlfrOpqjxxJKtx545LBETPhBbsbJGWIuTby1cm1MvNcoz3uBxw1T-1hw==&xkcb=SoA9-_M3SyqnxowsRR0LbzkdCdPP&p=13&fvj=1&vjs=3
Junior Data Engineer,Data Engineer,Red Analytica,"Ahmedabad, Gujarat",Junior Data Engineer (1-3 years)*.,EmployerActive 3 days ago,"₹30,000 - ₹42,000 a month",2023-03-15,/company/Red-Analytica/jobs/Junior-Data-Engineer-f123c83511664d15?fccid=29534c382e7e3f3c&vjs=3
MB.OS: Data Engineer,Data Engineer,Mercedes-Benz Research and Development India...,"Bengaluru, Karnataka",Aufgaben To be filled by HM Qualifikationen To be filled by…,PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=72066325509c82bd&fccid=9ab138c02aaca829&vjs=3
Data Science Engineer,Data Engineer,Tuebora,Remote,"Tuebora provides extensive medical, dental, and vision benefits to our employees and their families.
In addition, we offer generous holidays and vacation days…",PostedPosted 20 days ago,?,2023-03-15,/rc/clk?jk=f259d46c043ae61b&fccid=398e38859d8d682a&vjs=3
SDE I - Data Engineer,Data Engineer,Full Potential Solutions,Remote in India,"Determine the data cleansing rules based on source data and ensure data replication accuracy.
Coordinate & collaborate with data architects and BI engineers to…",PostedPosted 14 days ago,?,2023-03-15,/rc/clk?jk=833158c7717014f1&fccid=c29f5a14440ca376&vjs=3
Data Engineer,Data Engineer,Recbots,"Bengaluru, Karnataka","Data engineer: 4 years (Preferred).
Experinece in Python, Kafka, Docker.
Excellent in at least one programming language: *Python, R*.",PostedPosted 26 days ago,"₹10,00,000 - ₹15,00,000 a year",2023-03-15,/company/Recbots/jobs/Data-Engineer-c673d950c8ec4e29?fccid=410ed023d47a516d&vjs=3
Data Engineer – Associate,Data Engineer,BIG IT JOBS,India,"Supporting the day to day activities of the data engineering team by extracting, analyzing and presenting data from disparate sources into a form that is…",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=ecc1a1a237890cc9&fccid=bf03f340679e2b9b&vjs=3
Data Visualization Engineer,Data Engineer,Ataloud Technologies,Remote,"Familiarity with JSON and similar data formats.
We, at Ataloud are looking for a Data Visualization engineer who can design and develop visualization tools and…",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=931219289181a926&fccid=4ae66d1f015c5361&vjs=3
Azure Data Engineer,Data Engineer,Annular Technologies,"Remote in Chennai, Tamil Nadu","Experience in creating data pipelines, and data streams.
Expert-level knowledge of Data engineering in Databricks.
Should have Strong skills in PySpark.",EmployerActive 1 day ago,"From ₹7,04,145 a year",2023-03-15,/company/Annular-Technologies/jobs/Azure-Data-Engineer-124dd3a3de340bd0?fccid=2ad8e3441be565f2&vjs=3
Data Engineer,Data Engineer,Capgemini,"Mumbai, Maharashtra",Good understanding of cloud data pipeline tools like AWS Glue ADF etc Experience in Performance tuning Strong understanding of data warehousing concepts.,PostedPosted 18 days ago,?,2023-03-15,/rc/clk?jk=b9bdaa6f7b6a6016&fccid=105ecfd0283f415f&vjs=3
Data Engineer,Data Engineer,NatWest Group,"Bengaluru, Karnataka+2 locations","You’ll be carrying out data engineering tasks to build, maintain, test and optimise a scalable data architecture, as well as carrying out data extractions,…",PostedPosted 12 days ago,?,2023-03-15,/rc/clk?jk=139b9658c4f1a424&fccid=4a3a2b1eb3ec0691&vjs=3
2023 University Graduate (U.S.) - Startup Engineer,Data Engineer,Bechtel,Andaman and Nicobar Islands,"Compiles, evaluates the correlates data for procedures and system files;
We provide startup, commissioning, training, operations, and equipment maintenance for…",PostedPosted 30+ days ago,?,2023-03-15,/pagead/clk?mo=r&ad=-6NYlbfkN0D1HrGvM3IO11DU-hdc4u4iftvEi0SlREeNwZASq2ihTw1OyUwQHweFYxnUKMnFMovCpwHHcTHNRPXQkZp6wlv9hovilkw9F2Cn47tTXglv_e9l5OlsluUKAc4OLIuqik9jRxYvA2IKiV9PsRJc_Orqt882u8P4Nj75TZg486Wk5O2EQPI2F22-jZKcdRTaxhjS3PYaBvrbcmlXa7goYgcUB38246nzH5r4snYJGRTtKwi1F7zSxfEsIuxilLWJhUG2wUOXVLeysZ3LycdKLWTPpjTtjPrDThfJ_ZSynpMHBCEpOiE90-rlHBd9dXF3-WO89_MPvvvSufJ9iA5jNAWINgUU1DcgSRm7mQPyy46QVS9u9vOXgSA10bU7YXB_Ghplh-11zvQhAfxWl3iqPNOJ_0Xqq1fQtOJ99wS-0wpMP_E1lAqM-2SBKtYUTUNRpyDY1C-L9DdM1R3-O86RiGaP1kFaL0P3-NZewoHUyjOrqomgeFROjggDutk3e3BojUarnloepA5uWVqG3OHl_C1JyEOVivh1dljFYEmIbrL_pWaJlbwANOgf8QJ4oFscin9S8eNtmeB6Za4adMesQJGkCGWwA2NSWAQlOMs5nJUYyEg70ab1B-vffzn114TPEzG2xYSgSkK8ql5D7UwXiSUJ0h6ppSlQ052RTghZckBgTg==&xkcb=SoC3-_M3SyqnYjgGrD0PbzkdCdPP&p=13&fvj=0&vjs=3
Analytics Data Engineer / Data Scientist,Data Engineer,COMPEGENCE,"Bengaluru, Karnataka","Ability to operationalise the data pipeline.
Operationalise 360 degree Analytical data feedback loop.
4 plus Customer Project experience handling large scale…",PostedPosted 30+ days ago,"₹90,000 - ₹1,50,000 a month",2023-03-15,/company/COMPEGENCE/jobs/Analytic-Data-Engineer-53ff3ddbc2db81b5?fccid=ef71dcb4192bafa7&vjs=3
Data Engineer - Remote - India,Data Engineer,FullStack Labs,Remote in India,Team Augmentation: You will integrate yourself directly into our client's team and work alongside their existing designers and engineers on a daily basis.,PostedPosted 22 days ago,?,2023-03-15,/rc/clk?jk=feccc0deb4631eda&fccid=9c6c0fa81112149a&vjs=3
Azure Data Engineer,Data Engineer,EMR Group,"Remote in Noida, Uttar Pradesh","Collaborate with business stakeholders to identify and meet data requirements.
Designing and Development of data ingest and ADF.
DWH/RDMS/Big Data environments.",PostedPosted 19 days ago,"From ₹20,00,000 a year",2023-03-15,/company/EMR-GROUP/jobs/Azure-Data-Engineer-f543673b3fa14d5c?fccid=6535eed4f3c2f4c4&vjs=3
Big Data Engineer,Data Engineer,VIZOLT TECH SOLUTIONS PVT LTD,"Remote in Bengaluru, Karnataka","Mentor and develop other data engineers in adopting best practice.
Drive collaborative reviews of design, code, test plans and dataset implementation performed…",PostedPosted 30+ days ago,"Up to ₹25,42,788 a year",2023-03-15,/company/VIZOLT-TECH-SOLUTIONS-PVT-LTD/jobs/Big-Data-Engineer-2722c2b0858c833c?fccid=b05620889dd72d42&vjs=3
"Data Engineer, augIntel Data and Analytics",Data Engineer,Cardinal Health,"Bengaluru, Karnataka","Define and execute database and data movement standards, design reviews, pipeline CI/CD process, and data container policies to ensure high quality data…",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=910f06a4b5e36770&fccid=87b328666e50453b&vjs=3
Data Engineer,Data Engineer,AECOM,"Hybrid remote in Bengaluru, Karnataka","Experience building and optimizing ‘big data’ data pipelines, architectures, and data sets.
The role will support software developers, database architects, data…",PostedPosted 19 days ago,?,2023-03-15,/rc/clk?jk=57b13fefe7e149ad&fccid=bafa4b35e9cd20ce&vjs=3
Azure Data Engineer,Data Engineer,Kiash Solutions LLP,"Bengaluru, Karnataka","Cloud data engineer who is an expert in technology, should be able to quickly adopt to change and one who understands the technologies supporting areas such as…",PostedPosted 28 days ago,"₹7,96,048 - ₹19,45,788 a year",2023-03-15,/company/Kiash-Solutions-LLP/jobs/Azure-Data-Engineer-1627ecb6fac39fa6?fccid=9221aa86f92cd558&vjs=3
